phrasing,intent,source
"Nari mfite ubwoba bwo kujya mu mashuri yisumbuye. Natinyaga ibyo abantu bavuga ku byerekeye njye, bityo igihe natangiraga ishuri, sinitwaraga nka njye. Nari ntuje, nk'uko bisanzwe ntari. Nta muntu na umwe navuganaga kandi nta n'inshuti nari mfite. Nyuma y'imyaka mike, nyogokuru yarapfuye. Numvise nihebye cyane maze ndeka kwiga igihe gito. Nanjye nari ninze, ndacyakora. Gusa nkeneye ubufasha. Nkeneye umuntu unitaho. Nkeneye umuntu ugaragaza ko anyitaho.",overwhelmed_identity,amod
"Nari mfite ikibazo n'umugabo. Ni umukunzi wa musaza wanjye kandi ni nk'umuvandimwe wanjye. Yantumiye ngo dusangire, hanyuma aza kunshyiraho. Nahise ntinya cyane ko navuga ko nta cyo maze ndabyemera. Sinzi icyankozeho. Sinzi impamvu mfite ubwoba bwo kuvuga ko nta cyo. Ibi bituma numva mfite icyaha n'agahinda kenshi.",sadness_low_mood,amod
"Nubwo ubuzima bwanjye bufite ireme, numva ndi umwere mu mutima, nkumva nzi impamvu ndiho: kwibaruka no gupfa.",sadness_low_mood,amod
Nta kintu na kimwe numva. Mu gihe cyose nta kintu na kimwe numva. Biroroshye ko nta kintu na kimwe numva. Ndabizi ko mpungabanya abantu kuko byoroshye. Gusa nifuza ibisubizo. Ndambiwe kumva ntyo. Birimo gusenya imishyikirano mfitanye n'abantu.,overwhelmed_identity,amod
"Njye n'umugabo wanjye turi ahantu hateye ubwoba. Igice cyanjye cyashaka kugikemura, ariko nyuma yaho ndumva ntamenya uko mbikora kandi ntashobora kumubwira uko niyumva kuko ahora yumva ko ari njye umurega. Rimwe na rimwe mbikora kubera ko numva ntamufitiye icyizere cyane.",anxiety_worry,amod
"Hari umukobwa twari dukundanye cyane. Twarasohokanye umwaka urenga ndetse tukaganira ku mubano w'ababiranye n'imigambi y'igihe kizaza. Yagiye mu ishuri, maze dushaka umubano w'igihe kirekire. Amaherezo twaratandukanye. Hashize umwaka, kandi n'ubu ndacyamukunda. Ndacyamukunda nk'uko namukundaga. Kuva ntandukana na we, ndwaye indwara yo kwiheba kandi sinashoboraga kubana n'undi muntu. Ibyo biranyangiza ubuzima bwanjye.",overwhelmed_identity,amod
Mfite uburakari bwinshi cyane sinzi kwifata umukunzi wanjye arankankankankankira kenshi kandi rimwe na rimwe sinzi uko nahangana n'ubuzima ndi mu kaga cyane ndarakara numva nibuze,overwhelmed_identity,amod
"Ubu ndi muto, kandi muri iki gihe, gutwara imodoka ndetse no kuba ndi umushoferi bituma ngira ubwoba n'ubwoba. Sinashobora gutembera mu ntebe y'inyuma cyangwa imbere mfite umukandara. ngomba guhagararaho gato kuko igitutu cyinjira mu mugongo cyangitera ubwoba. Ndatakaza amahirwe menshi yo kujya ahantu n'inshuti n'umuryango kubera ubwoba bwo guterwa n'igitero cy'ubwoba. Umuryango wanjye utanga inkunga nke cyangwa ntayo. Batekereza ko ari ikinyoma cyangwa ""byose biri mu mutwe wanjye""",sadness_low_mood,amod
"Nubwo nta cyo mfite, nizera ko mu myaka mike ishize nagiye ndwara indwara yo kwiheba, buri gihe nari mfite imihangayiko, ubu gusa nkeneye umuntu wo kuganira na we, nta n'incuti cyangwa umuryango mfite, ubu ngiye guheba.",sadness_low_mood,amod
"Sinzi uko nakwiyumva. Kuva navuka nta n'ubwo nagize. Kuba ndi umuntu, niyumva nk'igikoko. Nishimira kubabara. Nishimira kubabara. Mfata igihe cyo kwiyumva mu gihe cyo gukora imibonano mpuzabitsina. Ndatekereza ko akenshi mbeshya, nubwo rimwe na rimwe byaba byoroshye kuvuga ukuri. Nari maze imyaka ine mu kuvura. Nakoze imibonano mpuzabitsina n'abagabo n'abagore, ariko ntibyigeze bigira ingaruka ku byiyumvo byanjye. Ibitabo nkunda gusoma na H.P. Lovecraft na Edgar Allen Poe. Njya guhiga buri wa gatandatu. Numva mfite imbaraga.",overwhelmed_identity,amod
"Ndi jyenyine n'umukobwa wanjye, mpangayikishijwe cyane kandi mpangayikishijwe na we.",anxiety_worry,amod
"Mperutse kubyara umwana w'uruhinja, maze mama ambwira ko ngomba kugenda, ubu ndi mu kigo cy'abagore, sinjya mbona kenshi umukunzi wanjye kuko akora, aho abagore baba bamfasha kubona inzu yo kubamo kugira ngo nshobore gusubira ku kazi no kwita ku bana.",relationship_support,amod
"Mfite imyaka ine n'igice ncitse intege, kandi buri gihe iyo ncitse intege birambabaza cyane. Icyo gihe, byambabazaga cyane, bityo nafashe Wellbutrin. Nyuma y'icyumweru cya mbere, numvise ingaruka z'iyo miti. Nyuma y'ukwezi n'igice, nahise mbona ko indwara yanjye ya nyuma yatewe n'uko ntashakaga kujya mbere no kwita ku myitwarire yanjye n'ibitekerezo byatumaga ntagira icyizere.",sleep,amod
"Ku ishuri numva ko nabuze inshuti zanjye zose, kandi ko nari mfite imyifatire mibi yo kuryama. Nari narigeze kwicira, kandi rwose nifuza kongera kubikora, ariko mpindura mu myenda kuko sinshaka ko hagira umuntu unyibona. Ndumva nduhutse kandi ndushaho kugira imyifatire mibi. Ku mugoroba, ndumva nihebye cyane kandi numva umuziki ubabaje n'ibindi nk'ibyo. Mfasha. Ndashaka gusa kongera kugira ibyishimo, kandi numva ntangiye kwambika urwenya mu ishuri.",sleep,amod
"Buri gihe ntekereza ku rupfu kuko numva ndi jyenyine, kandi nifuza ko hagira umuntu unkunda, undi akankunda.",relationship_support,amod
"Ndi mu bwigunge kandi ndi hafi gutakaza umukunzi wanjye kuko ndemerewe gukora akazi kenshi, kandi buri munsi numva ntacyo mbona, nta mucyo mbona ku mpera y'iyi nzira nkeneye ubufasha, nta cyo mbona muri iyi nkuru y'ibinyoma abantu bamwe bita ubuzima.",overwhelmed_identity,amod
"Ubu ndi hano mu buzima bwanjye bwose, ariko sinigeze nkunda kuba hano, mbere y'uko nza. Sinigeze numva ko ndi uwacu, mu mezi ane ashize, buri cyuho nagiye nkumbura igihugu cyanjye, kandi ndi mu kaga. Ndarushaho kugira ibiro, nta kintu nkora, kandi mara amasaha menshi ndira. Ese ni igihe cyo gusubira i muhira cyangwa ni igitutu cy'umuco gusa?",sleep,amod
"Ndi mu mashuri yisumbuye kandi mperutse guhura n'ibibazo by'imihangayiko. Igihe cyose ngeze hafi yo kuba mu mubano, hari agahinda kanshyiraho kanshyira mu kaga kandi kakandinda mu mubano. Iyo mpangayikishijwe n'ibi bituma rimwe na rimwe ngira agahinda kenshi ndetse nkumva nshaka no kuvoma. Nubwo imishyikirano y'igice kigomba kuba igishimishije, kuri jye ni ikinogo cy'ibyiyumvo ntashobora kugera ku ntebe yayo.",sadness_low_mood,amod
"Mperutse kuva mu mubano w'imyaka ibiri. Nagiye gutandukana n'umukunzi wanjye kuko atagaragazaga urukundo rwose. Yavuganaga n'abandi bagore kandi akabeshya kuri ibyo. Byanyirukanye kandi birambabaza, ariko ndacyamukunda. Nyuma y'iminsi mike dutandukanye, yari arimo kuganira n'umuntu mushya. Yambwiye ko atari azi neza niba ankunda. Naririye iminsi myinshi, ntakaza isura yanjye, ntashoboye gusinzira. Umubano wacu wose wari twe gusa. Nta ncuti twari dufite. Ni jye na we twarwanyaga.",sleep,amod
"Umukunzi wanjye wiga ibijyanye n'imitekerereze y'abantu yansabye kujya kwa muganga kureba niba mfite ikibazo cy'ihungabana rikomeye. Mfite ubwoba bw'ingaruka zo kubigenza ntyo. Niba nabonye ko mfite ikibazo cy'ihungabana rikomeye, ibyo ntibizandikwa mu nyandiko zanjye? Sinzigera nshobora kuba umujyanama hamwe n'urutonde rw'ibindi bintu byambujijwe. Mfite ubwoba bwo gufata imiti igabanya imihungabana. Uyu mwaka, muganga wanjye yampaye imwe yo kumfasha ""kugwaho"" nagize ikibazo gikomeye maze mpita mpumeka nyuma yo kuyinywa",overwhelmed_identity,amod
"Nta ncuti nyakuri mfite. Mfite umukunzi untera agahinda ariko ukankunda cyane. ndamwirukana kandi akankwirukana. Turimo gutandukana, kandi nta muntu mfite.",relationship_support,amod
"Najyanwa mu bitaro incuro ebyiri, rimwe mu kwezi gushize njya kwa muganga, ndajya kwa muganga, ariko ndwanya ibitekerezo bibi, ubwoba butabogamye n'ubwigunge.",anxiety_worry,amod
"Ndi gutana n'umugore wanjye umaze imyaka itatu, uwo nzi kuva mu mwaka wa 4 kandi nkaba namaranye imyaka irindwi! Twari tumaze amezi arindwi tubyaye umwana, kandi sinigeze twumvikana na mama, uwo nibanye na we mu gihe cy'imyaka myinshi. Ubu ndi kumwe na mama kuko nta handi mfite aho njya kubera ko gutana kwacu kwabaye. Mfite umutima ubabaye kuko nacitse intege, sinigeze mbona umwana wanjye mu gihe runaka, mfite inzozi nziza n'ibibi, kandi numva nanzwe. Ese ushobora kumfasha?",sadness_low_mood,amod
"Nari narashatse umuntu w'impanga mu myaka 10. Muri icyo gihe nari umuyobozi mukuru. Nakundaga kumufasha mu buryo bw'amafaranga no mu bundi buryo igihe twari kumwe. Ariko ibintu byatangiye guhinduka. Yanshyize mu kaga mu buryo bw'ibyiyumvo no mu by'igitsina. Nagize umutima wanjye. Kera nari umuntu wishimye cyane ariko ubu ndi wenyine. Namusigiye maze nimukira mu kindi gihugu. Ubu ndi umukozi utuma ntemera cyane. Mbabazwa cyane n'ubuzima bwanjye ariko sinzi icyo nkora. Iyo mfite amafaranga,",self_care_coping,amod
"Mfite indwara yo kwiheba, kandi mu mpeshyi y'umwaka ushize byari bibi cyane, ndarota kenshi, kandi nirinda ikintu cyose cyatuma numva nk'uko nagize muri iyo mpeshyi.",sadness_low_mood,amod
"Ubu mfite agahinda kenshi, none se nkora iki?",sadness_low_mood,amod
Ese ibyo bishobora kuba ari ukwiheba nyuma yo kubyara?,sadness_low_mood,amod
"Imishyikirano nari mfitanye na we irangiye nabi cyane. Baranyirukanye barandeka. Umwe muri bo sinigeze ndangiza, bituma numva ndwaye mu byiyumvo. Ndabizi ko hari ikimpitaho ariko sinzi n'uburyo bwo gutangira kugerageza kwihorera. Ndinjira muri iyo mibabaro igihe cyose umuntu wese nkunda ari umunyabyago cyane ku buryo adashobora kuba ari kumwe nanjye. Ndabizi ko ntakwiriye gukora ibintu nk'ibyo kuko abantu bafite akazi kenshi, ariko numva ko babikora kubera ko badashaka kuba bari kumwe nanjye.",overwhelmed_identity,amod
"Sinzi ikibi mfite. Hari igihe nshobora kuba nishimye, mfite amatsiko, mvuga vuba kandi nkumva nshaka gukora ibintu. Ariko muri iyi minsi, ndara nduhutse cyane kandi ndyama cyane. Sinongera gusabana n'incuti, nta n'ubwo mfite. Numva nta cyo maze, nta cyo maze. Nta cyo nshaka gukora, nta kintu nshishikazwa na cyo. Icyo nkora ni ugukomeza kuba mu cyumba cyanjye.",sleep,amod
"Hari igihe nabaga mfite agahinda kenshi, ariko ibintu byarushijeho kugenda neza. Ariko se kuki bigoye cyane kureka guhangayika no kwiherera mu muryango?",sadness_low_mood,amod
"Ubu ndwaye indwara yo kwiheba, sinzi aho najya.",sadness_low_mood,amod
"Mfite imyaka itatu nshatse mfite abana babiri. mu myaka itatu nishyingiranywe umugabo wanjye yanshutse inshuro ebyiri. ku ncuro ya kabiri yansetse cyane, maze mu gihe nari mfite intege nke cyane ndamubabaza. Ntituvugana neza nk'uko nakwifuza.",relationship_support,amod
"Iyo ndi mu bantu benshi ndarakara kandi ntashobora guhangana n'abantu. Sinkunda abantu (ndakunda inyamaswa) bituma ngira ubwoba. Ndara maso nijoro ntekereza kandi nkagira ibiganiro mu mutwe wanjye kandi hafi ya buri gihe mpita numva nabi kandi ndira, mfite impinduka nyinshi mu mutwe wanjye kurusha uko mbigenza ku bantu nyabo. Sinzi icyankoze nabi n'impamvu numva ntyo. Nakora iki?",sleep,amod
"Hari igihe ntashobora kureka gutekereza ku buzima nyuma yo gupfa. Nakuriye mu idini ryigisha ko tuzabaho iteka ryose, haba mu muriro cyangwa mu ijuru. Iyo ntekereje ku buzima bw'iteka (nubwo byaba mu ijuru byagombye kuba ari byiza), numva ndemerewe. Sinkunda igitekerezo cyo kubaho iteka ryose iteka ryose. Hari igihe ntashobora gukura icyo gitekerezo mu bwenge bwanjye maze ibyo bitekerezo bikangamira ubwoba n'imihangayiko.",overwhelmed_identity,amod
"Iyo ntangiye gukora imibonano mpuzabitsina, mba mfite ubwoba kandi nkumva mfite ubwoba.",anxiety_worry,amod
Nzi ko ibyo ntinya bidashyize mu gaciro.,anxiety_worry,amod
"Mfite impungenge z'ibintu bibangamira ubuzima bwanjye bwa buri munsi, urugero nk'amafaranga, akazi, imishyikirano, abana no kwita ku muryango.",anxiety_worry,amod
"Ubu nagiye mu mihango mishya y'ubuvuzi, ariko buri gihe iyo ninjiye numva mfite ubwoba kandi nkumva nihebye.",anxiety_worry,amod
Ndi 17 kandi ndarambiwe no kujya mbere no kugaruka. Nashakaga kuguma mu rugo rwa mama. Iki kibazo cyamfashije cyane. Mfite ibibazo byo guhangayika no kwiyahura no kwibabaza mu gihe cyahise. Ubu mpanganye n'imihangayiko kandi umuganga wanjye w'ubuvuzi ntaboneka. Ibyo mbigenza nte?,sleep,amod
"Mfite inzozi z'abagabo, kandi buri gihe basa n'abashaka kunkorera nabi. Byaje kuba bibi cyane ku buryo mbyuka saa yine n'igice, nyuma saa yine n'igice n'igice n'igice, hanyuma nkaguma ntinze saa cyenda. Buri gihe mba ndi uwa nyuma usinziriye kandi nkaba uwa mbere ubyutse.",sleep,amod
"Njye ndi kumwe n'umukunzi wanjye imyaka irenga umwaka. aherutse kubona akazi gashya kandi akajya atembera cyane. sinari nzi ko ahora aza. Numva ari nk'aho yari yanzibagiwe kuko ataganira nanjye cyane kandi ntampaye amakuru ku byo yakoraga umunsi wose, ibyo yakoraga. Numva ndi kure, ndi mu gahinda kandi ntawe nkeneye. Iki ni ikibazo gishya gikomeye. Ndashaka kumuta, ariko ndamukunda cyane. Sinzi impamvu akora atyo muri iyi minsi.",self_care_coping,amod
"Igihe nari mu busitani bw'amabati, nabonye ko hari umuntu wari ufite ikibazo cyo gutakaza imodoka, maze arambwira ati ""ni jye wabitwaye, ni jye wabitwaye, ni jye wabitwaye, ni jye wabitwaye, ni jye wabitwaye, ni jye wabitwaye, ni jye wabitwaye, ni jye wabitwaye, ni jye wabitwaye, ni jye wabitwaye, ni jye wabitwaye, ni jye wabitwaye, ni jye wabitwaye, ni jye wabitwaye, ni jye wabitwaye, ni jye wabitwaye, ni jye wabitwaye, ni jye wabitwaye, ni jye wabitwaye, ni jye wabitwaye, ni jye wabitwaye, ni jye wa",sadness_low_mood,amod
"Mfite ubwoba bwinshi mu cyumweru gishize, sinashoboraga gusinzira, numva ndi mu kaga, kandi mpfa guhumeka, numva nta kintu na kimwe nkora gituma ndushaho kumererwa neza.",sleep,amod
"Iyo papa cyangwa mama w'icyamamare bambajije icyo kibazo, sinzi ibisubizo cyangwa amagambo yo kuvuga icyo kibazo.",sadness_low_mood,amod
"Mfite akazi nkeneye cyane, umuryango wanjye ukeneye cyane akazi, abantu bakomeza kumbwira ko mfite ""imihangayiko"" kandi ko mfite ubwoba bwo kugira ikibazo cyo guhangayika mu muhanda.",self_care_coping,amod
"Nyuma y'imyaka 4 nari kumwe n'umukunzi wanjye, naherukaga gutandukana na we. Nizeye ko nakoze ikikwiriye, ariko kuba ndi umuseribateri byatumye numva nkeneye cyane no kutamenya uko ndi. Ndimo mpura n'umuntu mu buryo butunguranye kandi ndumva mpangayikishijwe n'uko anyumva n'uko nkeneye gushyirwa mu bikorwa.",overwhelmed_identity,amod
"Ndi ingimbi, kandi nubwo ntari narigeze njya kwa muganga, nabonye ko mfite ibimenyetso byinshi byo guhangayika. Incuro nyinshi, sinjya hanze nkakurikira ababyeyi banjye mu rugo. Sinshobora kujya mu maduka (mu by'umwihariko mu maduka y'ubucuruzi bw'ibiribwa) jyenyine, kandi iyo mbigenje ntyo, mba ngomba guhora ndi kuri telefoni ndi kumwe na papa. Nanone nibagirwa ibintu byinshi.",overwhelmed_identity,amod
"Ndi umuntu ugira amasonisoni cyane. Ubu ndi mu ishuri ry'impamyabumenyi y'ikirenga risaba gutanga ibiganiro byinshi, ariko buri gihe bituma numva mpangayitse kandi ntumva mfite icyizere.",anxiety_worry,amod
"Mu minsi mike ntangira kujya mu buvugizi/ubuvuzi (ndatangiye gutenguhuka) ariko ubwoba bwanjye bw'ibanze ni uko nzarira kandi nkumva ndi mu kaga, ese hari icyo bitwaye?",overwhelmed_identity,amod
"Ndumva mfite ubwoba bwo guhura n'abantu ntazi, ndetse n'abavandimwe. Sinigeze nturaho cyangwa ngo mvuge mu ishuri.",anxiety_worry,amod
"Ndi umugabo w'imyaka 20 y'amavuko. Muri iyi minsi, paranoia yanjye yo kuba ndi kumwe n'abana ituma mpumeka cyane kandi nkatinda cyane. Hanyuma ntangira kwitwara nabi kuko ngerageza kurwanya paranoia yanjye. Ibi bituma abantu banyitegereza kuko batazi ko mpanganye n'ibitero by'ubwoba n'ubushotoranyi.",anxiety_worry,amod
"Urugero, nari mu mikino yo mu rugo y'ishuri ry'ikirenga ku wa Gatanu, maze ndagenda kuko numvaga ntishimye ndi kumwe n'abantu bose bari aho, kandi nifuzaga kuba jyenyine.",overwhelmed_identity,amod
"Ndi umukobwa, kandi ndi ingimbi cyangwa umwangavu, sinshaka gutinya abantu. Iyo mpuriye n'umuntu, menya ko nta kibazo afite, ariko ndacyatinya.",anxiety_worry,amod
"Hari igihe umugabo umwe w'Umukristo w'indahemuka yambwiye ati ""nifuzaga ko mu muryango wanjye haba amahoro, amahoro n'umutekano, kandi nifuza ko mu muryango wanjye haba amahoro n'umutekano"".",self_care_coping,amod
"Rimwe na rimwe, ndumva meze neza kandi nshobora gusohoka cyangwa guhura n'abantu, ariko ku yindi minsi, umutima wanjye uratemba kandi amagambo yanjye ntashobora gusohoka mu kanwa.",overwhelmed_identity,amod
"Akenshi nirinda guhura n'abantu bashya kubera ko ntinya kwibabaza, kandi akenshi nirinda abantu benshi, urugero nk'amatsinda, kuko numva ko bose banyicira urubanza.",overwhelmed_identity,amod
"Umukunzi wanjye aba muri Canada nanjye nkaba muri Amerika. Turasurana ariko tugenda amezi hagati y'amasura. Mfite impungenge, kandi mpora mpangayikishijwe no kubona asambana cyangwa akomeje kugira ibyiyumvo ku wahoze ari kumwe mu myaka itatu. Ntiyumva impungenge zanjye. Ni gute nakwirinda guhangayika cyane?",overwhelmed_identity,amod
"Iyo ngiye gusinzira, sinashoboraga kwifata ngo ntigume ndiho.",sleep,amod
Mfite impungenge zikomeye kandi nagerageje byose.,anxiety_worry,amod
"Ndi umuntu ufite paranoia cyane. Buri gihe numva ko ndi mu kaga, nk'aho mba muri filime iteye ubwoba nta cyo nshoboye gukora. Iyo nijoro birushaho kuzamba. Ndumva mfite ubwoba mu rugo rwanjye kurusha ikindi kintu cyose.",anxiety_worry,amod
Sinzi niba ndi umuntu usanzwe. Mfite ubwoba bwo gukora ku mukobwa. Ndi umuntu ukiri muto kandi ndi isugi.,anxiety_worry,amod
"Nubwo ni umuntu w'amahoro, akenshi mpora ntekereza kwica abantu, nubwo icyo gihe ibyo nibwira bintera kurira.",overwhelmed_identity,amod
Ndatigita kandi ngira ibyago byo gutinya.,anxiety_worry,amod
"Ubu ndumva nta cyo maze, ndumva mfite agahinda kandi mfite ubwoba, numva ndushe, ni iki cyamfasha kumva meze neza?",overwhelmed_identity,amod
"Hari ikintu kimwe kintera ubwoba, kandi nifuza guhangana na cyo kugira ngo ndeke kugitinya, ariko sinzi uko mbikora.",self_care_coping,amod
"Kuva nkiri muto, nagiye mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita mpita",overwhelmed_identity,amod
Kuki mbyitinya cyane?,anxiety_worry,amod
"Mfite ikibazo cyo guhangayika, uburakari no kwibuka, ntashobora gukora, nta mafaranga mfite, mfata imiti ariko numva nta cyo maze, nifuza kuba umuntu usanzwe.",sadness_low_mood,amod
"Sinigeze numva ndi umuntu nk'uko ndi. Sinkibasha no gutekereza neza. Ntangira guhuhuta kandi nta kintu na kimwe nibuka. Buri gihe ndumva mfite ubwoba kandi akenshi ndumva niyica ariko vuba aha ndangiza ndwana n'undi muntu, numva ari nk'aho ari undi. Sinzi impamvu numva meze ntyo, ariko ndacyanga.",overwhelmed_identity,amod
"Nafashe itegeko ryo guhagarika uwo nakundanye, yaransuzuguye mu buryo bw'umwuka no mu magambo, numvaga ari ibyiyumvo byanjye, ariko buri gihe iyo mpagurutse ndwara, iyo nicaye nkumva meze neza.",sleep,amod
"Mama we abona ko mfite ibyiyumvo byinshi cyane, yanga kumfasha, nko kwivuza cyangwa kujya kwa muganga, yambonye mfite igitero cy'ubwoba, maze ambwira ko nagiraga ngo abantu banyiteho cyangwa ko ndi umuntu ufite indwara yo kutabona ibintu neza.",anxiety_worry,amod
"Mfite iki kibazo cy'uburwayi, ni ukuvuga ko iyo umuntu afashwe n'umuntu ufite ikibazo cy'uburwayi, aba afite ikibazo cy'uburwayi, kandi iyo umuntu afashwe n'umuntu ufite uburwayi, aba afite ikibazo cy'uburwayi.",sadness_low_mood,amod
Ubu ntinya cyane gukora imibonano mpuzabitsina kuko nahoraga mbwirwa ko imibonano mpuzabitsina iteje akaga nubwo jye n'uwo twashakanye twakoreshaga uburyo bubiri bwo kwirinda.,relationship_support,amod
"Naraye mpanganye n'impanuka y'imodoka, imodoka yanjye iragwa. Naretse akazi kanjye k'imyaka icyenda kugira ngo njye kwiga igihe cyose kugira ngo ndusheho kumererwa neza. Naratsinzwe ishuri, kandi umukunzi wanjye tubana atekereza ko ndi umusazi kandi ko ashaka kundeka. Nta handi nagiye, kandi numva ko mpombye byose.",overwhelmed_identity,amod
"Ni bibi cyane nijoro, kuko mpangayikishwa no gusinzira jyenyine.",sleep,amod
"Ndi mu ikipe y'imikino ngororamubiri n'umupira w'amaguru. Ishuri ryanjye ni rito, bityo nkina siporo zose uko ari enye. Numva nshinzwe gukora siporo kuko ntari umukinnyi mubi, kandi papa arashaka ko mbikora.",sadness_low_mood,amod
"Ndi umuntu udasanzwe mu muryango. Buri gihe nifuza kuba umuntu ukunzwe. Nagize amahirwe yo kuba umuntu ukunzwe, ariko buri gihe iyo mbyifuzaga, numvaga mfite ubwoba. Icyo nkeneye gukora ni ukuganira n'abantu bakunzwe. Baranyitayeho cyane, ariko mfite ubwoba bwo guhinduka.",anxiety_worry,amod
"Nkunda gutekereza ku byo abandi bashobora kunyitekerezaho, kandi nkumva nshaka kureka ibyo bintu maze nkishimira ubuzima.",anxiety_worry,amod
"Iyo abantu banyitayeho, numva ntishimye cyane, kuko bituma ntashaka kuvugira mu ruhame cyangwa gusubiza ibibazo mu ishuri.",anxiety_worry,amod
"Hari igihe nabonaga abantu banyishe mu buryo butandukanye, nkumva nterewe ubwoba cyangwa nkarira nkumva n'amarira.",sleep,amod
"Jye n'umukunzi wanjye tumaze hafi umwaka dukundana. Tujya mu mashuri atandukanye, kandi ntiturabana kenshi. Gusa numva mfite ipfunwe ryinshi ko hari undi muntu cyangwa ko ashobora kuba anshira ikintu.",relationship_support,amod
"Mfite impungenge ku mukunzi wanjye, ndwara indwara yo guhangayika, ariko buri gihe numva ko ashaka kunkorera nabi kuko yambwiye ko ashishikajwe no gukora imibonano mpuzabitsina na BDSM.",sleep,amod
"Mfite ubwoba bwinshi, kandi sinzi impamvu, numva nta cyo nshobora gukora jyenyine kuko ntinya ingaruka.",overwhelmed_identity,amod
"Mu myaka ibiri ishize natangiye gukundana n'umukunzi wanjye. Umusaza wanjye wa mbere yashyingiranywe na mushiki w'umusaza wanjye. Buri gihe haba ibibazo byo kuvugana hagati ya databuja na nyirarume, na mama wa mama na nyina.",relationship_support,amod
"Ndi umukobwa w'ingimbi. Kuva nkiri muto cyane, rimwe na rimwe nabonaga inzozi nk'izo. Ikibazo ni uko nta kintu na kimwe nibuka kuri izo nzozi. Ndacyari nzi ko ari zimwe, hanyuma nkakanguka mfite ubwoba, nkarira cyane ntazi impamvu. Kuki mbona inzozi imwe, kuki ntashobora kuzibuka, kandi se nkwiriye gukora iki ngo mbiyibuke?",sadness_low_mood,amod
"Mfite umukunzi wanjye, arankunda cyane, nanjye ndamukunda. Birambabaza kuba ntari kumwe na we igihe kirekire. Birambabaza cyane, hanyuma numva ko bitazakomeza.",relationship_support,amod
"Natangiye kujya nsanga uyu musore najyaga mpura na we mu nzu y'inshuti. Haje igihe gito atandukanye n'umukunzi we wa kera atangira kumenyana nanjye. Ibintu byose byari byiza mu ntangiriro, nyuma ntangira kugira ibitekerezo byo kwiyemera hasi, ntangira gutekereza ko yongeye gusabana n'umukunzi we wa kera. Ni byo gusa ntekereza. Ndacyamubona ariko ibintu byarahindutse kuko nta magambo mfite. Ndatwarwa n'ibitekerezo byanjye. Ndamukunda kandi ndamuha agaciro cyane. Antera ubwoba gusa akanampa ibishushanyo mbonera.",anxiety_worry,amod
"Kuva mfite imyaka 19, nta ncuti ngira, kandi nta kazi mfite, byose bitewe n'uko ntinya abantu.",anxiety_worry,amod
"Numva ntekanye mu buzima bwanjye. Ntekereza ko umugore wanjye yifuza umubano wacu nubwo avuga ko abishaka. Nagiye kunywa inzoga kugira ngo mpumure stress yanjye ivanze n'ibyo n'ibindi bibazo. Mfite ikibazo cyo kunywa imyaka mike. Numva impamvu nywa inzoga atari uko mbishaka gusa, ahubwo ni uko mu minsi ishize ndi mu rujijo. Mbabazwa cyane no kureba filimi namaze imyaka myinshi ndeba. Mbabazwa no gutwara imodoka ku mihanda minini. Mbabazwa cyane n'urusaku rworoheje.",anxiety_worry,amod
"Ntekereza ko ari njyewe umbuza amahoro kandi umbuza amahwemo, ariko umukunzi wanjye avuga ko nta kibazo mfite.",anxiety_worry,amod
"Iyo njya ku ishuri numva ko buri wese ansuzuma, ndetse n'inshuti zanjye. Ndumva ndemerewe cyane n'ibyo bitekerezo kandi rimwe na rimwe ntashobora gusohoka mu byo nitwa icyuho cy'ibitekerezo. Ndetse njya ku ncuro ya mbere mu kubyina kw'ishuri kubera abantu bose. Ndetse n'igihe ndi jyenyine, ibyo bitekerezo ntibivaho. Ndacyumva ko abantu bashobora kunbona bakancira urubanza.",overwhelmed_identity,amod
"Mu minsi ishize, ubwo nari maze kubyara umwana wanjye wa kabiri (amaraso y'ibinyugunyugu yakurikiwe n'amaraso y'imbere n'amaraso y'ibinyabuzima). Ni ikibazo gikomeye. Ubu ndi mu buvuzi kubera icyo kintu, kandi mpora mfite ubwoba ko icyo kigeragezo cyose kizasubiraho.",anxiety_worry,amod
"Buri gihe mba mfite icyifuzo cyo guterera ibintu byanjye byose. Buri gihe biba mu bwenge bwanjye kandi bituma numva mpangayitse. Sinasinzira kuko ntekereza ku kintu nshobora kwikuraho. Sinzi impamvu mbikora. Natangiye imyaka myinshi ishize nkiri kumwe na papa, hanyuma ndeka igihe nabaga ndi kumwe na mama. Nyuma y'imyaka myinshi, byongeye gutangira.",sleep,amod
"Hari igihe mpura n'umusore, kandi sinashobora kureka kumwibuka. Numva nkimukunda, ariko ntekereza ko ndamuzi. Byagenda bite se niba atari uwo nibaza ko ari we? Rimwe na rimwe ndarira ntekereza ko hari umuntu uzamuherekeza cyangwa ko afite umukunzi. Sinzi, mbese ndushaho kumwifuza?",sadness_low_mood,amod
